sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,target_gap_months_actual,shape_distance,level_distance,shape_distance_normalized,level_distance_normalized,hybrid_distance
34,8,2016-05,2017-04,2017-05,2014-03,2015-02,2015-03,99.9,99.5,0.4000000000000057,1.4142135623731007,26,1.4142135623731007,1.800102152409387,0.9735394448379533,1.5358824254049919,1.2547109351214725
34,9,2016-05,2017-04,2017-05,2014-04,2015-03,2015-04,99.9,99.8,0.10000000000000853,1.4665420285205197,25,1.4665420285205197,1.1310027530948532,1.0095621695789707,0.9649937084059385,0.9872779389924546
34,10,2016-05,2017-04,2017-05,2014-05,2015-04,2015-05,99.9,99.8,0.10000000000000853,1.257047130184924,24,1.257047130184924,0.9531537267860598,0.8653466476462144,0.8132494346060015,0.839298041126108
34,11,2016-05,2017-04,2017-05,2014-06,2015-05,2015-06,99.9,100.0,-0.09999999999999432,0.7503588185753134,23,0.7503588185753134,0.5655013765473421,0.5165442667932427,0.4824968542028972,0.4995205604980699
34,12,2016-05,2017-04,2017-05,2014-07,2015-06,2015-07,99.9,100.3,-0.3999999999999915,1.5564400061083568,22,1.5564400061083568,0.5247640683530274,1.0714476086112887,0.44773898469520856,0.7595932966532486
34,13,2016-05,2017-04,2017-05,2014-08,2015-07,2015-08,99.9,100.5,-0.5999999999999943,1.506620199576131,21,1.506620199576131,0.8905825563824502,1.0371518359756975,0.7598624860757223,0.8985071610257098
34,14,2016-05,2017-04,2017-05,2014-09,2015-08,2015-09,99.9,100.1,-0.19999999999998863,1.6374394887326358,20,1.6374394887326358,1.4708268555196389,1.1272073562507319,1.2549382906868194,1.1910728234687755
34,15,2016-05,2017-04,2017-05,2014-10,2015-09,2015-10,99.9,99.7,0.20000000000000284,1.191580722939731,19,1.191580722939731,0.6697321255596715,0.8202798122963453,0.5714285714282583,0.6958541918623018
34,16,2016-05,2017-04,2017-05,2014-11,2015-10,2015-11,99.9,100.0,-0.09999999999999432,1.4445646604878288,18,1.4445646604878288,0.6302388268663898,0.9944330297921606,0.5377321152004305,0.7660825724962956
34,17,2016-05,2017-04,2017-05,2014-12,2015-11,2015-12,99.9,100.5,-0.5999999999999943,1.2791952878034756,17,1.2791952878034756,0.5247640683530274,0.8805933583593872,0.44773898469520856,0.664166171527298
34,18,2016-05,2017-04,2017-05,2015-01,2015-12,2016-01,99.9,100.5,-0.5999999999999943,1.5315227594236456,16,1.5315227594236456,1.034414162171662,1.0542946671109834,0.8825824301931988,0.9684385486520911
34,19,2016-05,2017-04,2017-05,2015-02,2016-01,2016-02,99.9,101.6,-1.6999999999999886,1.7578746650954271,15,1.7578746650954271,1.3201607246511715,1.2101144912512234,1.1263869958645127,1.1682507435578682
34,20,2016-05,2017-04,2017-05,2015-03,2016-02,2016-03,99.9,99.6,0.30000000000001137,1.4085998205463437,14,1.4085998205463437,2.929762002609954,0.9696749654927589,2.499730342750351,1.734702654121555
34,21,2016-05,2017-04,2017-05,2015-04,2016-03,2016-04,99.9,99.8,0.10000000000000853,1.385356579748626,13,1.385356579748626,2.1479510622514866,0.953674403523551,1.83267393060245,1.3931741670630005
34,22,2016-05,2017-04,2017-05,2015-05,2016-04,2016-05,99.9,99.5,0.4000000000000057,1.2792411182954109,12,1.2792411182954109,2.0602248923209547,0.8806249079024424,1.757824243619934,1.3192245757611882
35,0,2016-06,2017-05,2017-06,2013-07,2014-06,2014-07,99.8,100.1,-0.29999999999999716,1.0215626468761403,35,1.0215626468761403,1.3394642511199142,0.7032399904566948,1.1428571428570038,0.9230485666568493
35,1,2016-06,2017-05,2017-06,2013-08,2014-07,2014-08,99.8,100.2,-0.4000000000000057,1.627451910591104,34,1.627451910591104,1.3734832615472998,1.120331943980702,1.1718828290799532,1.1461073865303275
35,2,2016-06,2017-05,2017-06,2013-09,2014-08,2014-09,99.8,100.5,-0.7000000000000028,1.632145800190025,33,1.632145800190025,0.9531537267860598,1.1235632004159721,0.8132494346060015,0.9684063175109868
35,3,2016-06,2017-05,2017-06,2013-10,2014-09,2014-10,99.8,100.0,-0.20000000000000284,1.249944764709431,32,1.249944764709431,0.9709590040279946,0.8604574052248329,0.8284412460033427,0.8444493256140878
35,4,2016-06,2017-05,2017-06,2013-11,2014-10,2014-11,99.8,99.8,0.0,1.3244463509903024,31,1.3244463509903024,0.2260680592896469,0.9117440247829979,0.19288569748313789,0.5523148611330679
35,5,2016-06,2017-05,2017-06,2013-12,2014-11,2014-12,99.8,100.3,-0.5,1.5709927405347617,30,1.5709927405347617,0.15189781904491104,1.08146565777395,0.12960219530661896,0.6055339265402845
35,6,2016-06,2017-05,2017-06,2014-01,2014-12,2015-01,99.8,100.3,-0.5,1.582313020075994,29,1.582313020075994,0.6075912761795794,1.0892584968141081,0.5184087812264205,0.8038336390202643
35,7,2016-06,2017-05,2017-06,2014-02,2015-01,2015-02,99.8,101.2,-1.4000000000000057,1.1796356929297946,28,1.1796356929297946,1.320160724651415,0.8120568973181206,1.1263869958647206,0.9692219465914206
35,8,2016-06,2017-05,2017-06,2014-03,2015-02,2015-03,99.8,99.5,0.29999999999999716,1.53204716163437,27,1.53204716163437,1.9746716475836708,1.054655663675211,1.684828538985899,1.369742101330555
35,9,2016-06,2017-05,2017-06,2014-04,2015-03,2015-04,99.8,99.8,0.0,1.5101951628700367,26,1.5101951628700367,0.607591276179601,1.0396128276342875,0.518408781226439,0.7790108044303632
35,10,2016-06,2017-05,2017-06,2014-05,2015-04,2015-05,99.8,99.8,0.0,1.5464047302269899,25,1.5464047302269899,0.2260680592896614,1.0645393613915777,0.19288569748315024,0.628712529437364
35,11,2016-06,2017-05,2017-06,2014-06,2015-05,2015-06,99.8,100.0,-0.20000000000000284,1.2207581745110634,24,1.2207581745110634,0.36770671388017423,0.8403654632618726,0.3137345726719305,0.5770500179669016
35,12,2016-06,2017-05,2017-06,2014-07,2015-06,2015-07,99.8,100.3,-0.5,0.7245143405442056,23,0.7245143405442056,0.2260680592898584,0.49875302262477994,0.19288569748331832,0.3458193600540491
35,13,2016-06,2017-05,2017-06,2014-08,2015-07,2015-08,99.8,100.5,-0.7000000000000028,1.5891322634070335,22,1.5891322634070335,0.6302388268663139,1.0939528389865696,0.5377321152003658,0.8158424770934677
35,14,2016-06,2017-05,2017-06,2014-09,2015-08,2015-09,99.8,100.1,-0.29999999999999716,1.5296254658108317,21,1.5296254658108317,1.1310027530950224,1.0529885771259504,0.9649937084060829,1.0089911427660168
35,15,2016-06,2017-05,2017-06,2014-10,2015-09,2015-10,99.8,99.7,0.09999999999999432,1.5880724692624233,20,1.5880724692624233,0.3037956380897789,1.0932232805728777,0.25920439061320105,0.6762138355930394
35,16,2016-06,2017-05,2017-06,2014-11,2015-10,2015-11,99.8,100.0,-0.20000000000000284,1.1686754220472833,19,1.1686754220472833,0.5870231424113556,0.8045118869221457,0.500859646508865,0.6526857667155054
35,17,2016-06,2017-05,2017-06,2014-12,2015-11,2015-12,99.8,100.5,-0.7000000000000028,1.510542629200513,18,1.510542629200513,0.2260680592898584,1.0398520221855716,0.19288569748331832,0.616368859834445
35,18,2016-06,2017-05,2017-06,2015-01,2015-12,2016-01,99.8,100.5,-0.7000000000000028,1.258467296812934,17,1.258467296812934,0.9266390491998739,0.8663242851596676,0.7906265921937555,0.8284754386767116
35,19,2016-06,2017-05,2017-06,2015-02,2016-01,2016-02,99.8,101.6,-1.7999999999999972,1.534837069375448,16,1.534837069375448,1.0406394608631635,1.0565762259620273,0.8878939770075706,0.972235101484799
35,20,2016-06,2017-05,2017-06,2015-03,2016-02,2016-03,99.8,99.6,0.20000000000000284,1.6525331445136568,15,1.6525331445136568,2.83579600596792,1.1375977736958685,2.419556713362155,1.778577243529012
35,21,2016-06,2017-05,2017-06,2015-04,2016-03,2016-04,99.8,99.8,0.0,1.4997970029955467,14,1.4997970029955467,1.4148572390537686,1.0324547724007056,1.2071839173188805,1.119819344859793
35,22,2016-06,2017-05,2017-06,2015-05,2016-04,2016-05,99.8,99.5,0.29999999999999716,1.432983230651136,13,1.432983230651136,1.3480494899887145,0.986460415843583,1.1501822368683883,1.0683213263559856
35,23,2016-06,2017-05,2017-06,2015-06,2016-05,2016-06,99.8,99.9,-0.10000000000000853,1.3015863692229923,12,1.3015863692229923,1.0344141621712,0.8960072969288201,0.8825824301928046,0.8892948635608123
36,0,2016-07,2017-06,2017-07,2013-07,2014-06,2014-07,100.1,100.1,0.0,0.698569134559102,36,0.698569134559102,1.514533712885508,0.4808924377011287,1.2922298377293422,0.8865611377152355
36,1,2016-07,2017-06,2017-07,2013-08,2014-07,2014-08,100.1,100.2,-0.10000000000000853,1.0244995208350083,35,1.0244995208350083,1.5742922050596349,0.7052617237504115,1.3432169540860974,1.0242393389182545
36,2,2016-07,2017-06,2017-07,2013-09,2014-08,2014-09,100.1,100.5,-0.4000000000000057,1.6054943294674806,34,1.6054943294674806,1.1740462848224669,1.1052164254297372,1.0017192930175216,1.0534678592236295
36,3,2016-07,2017-06,2017-07,2013-10,2014-09,2014-10,100.1,100.0,0.09999999999999432,1.6318193040446742,33,1.6318193040446742,1.1759586744877857,1.1233384416634444,1.0033509813489634,1.063344711506204
36,4,2016-07,2017-06,2017-07,2013-11,2014-10,2014-11,100.1,99.8,0.29999999999999716,1.2360606507670475,32,1.2360606507670475,0.45213611857951985,0.8508996319583587,0.3857713949664686,0.6183355134624137
36,5,2016-07,2017-06,2017-07,2013-12,2014-11,2014-12,100.1,100.3,-0.20000000000000284,1.3023322265784258,31,1.3023322265784258,0.16743303139013205,0.8965207424048475,0.1428571428572473,0.5196889426310474
36,6,2016-07,2017-06,2017-07,2014-01,2014-12,2015-01,100.1,100.3,-0.20000000000000284,1.5745715123636603,30,1.5745715123636603,0.777725855147756,1.0839292712141022,0.6635709374080286,0.8737501043110654
36,7,2016-07,2017-06,2017-07,2014-02,2015-01,2015-02,100.1,101.2,-1.1000000000000085,1.5598067418028139,29,1.5598067418028139,1.259381278954618,1.0737652571518654,1.0745287819591258,1.0741470195554956
36,8,2016-07,2017-06,2017-07,2014-03,2015-02,2015-03,100.1,99.5,0.5999999999999943,1.3672522104691263,28,1.3672522104691263,2.133150607996858,0.9412114219156463,1.8200458930506538,1.3806286574831501
36,9,2016-07,2017-06,2017-07,2014-04,2015-03,2015-04,100.1,99.8,0.29999999999999716,1.507357921004559,27,1.507357921004559,0.4854795020139973,1.0376596807093257,0.41422062300167134,0.7259401518554985
36,10,2016-07,2017-06,2017-07,2014-05,2015-04,2015-05,100.1,99.8,0.29999999999999716,1.5063059530362655,26,1.5063059530362655,0.33486606277997855,1.0369355098067916,0.28571428571425095,0.6613248977605213
36,11,2016-07,2017-06,2017-07,2014-06,2015-05,2015-06,100.1,100.0,0.09999999999999432,1.5049274134395685,25,1.5049274134395685,0.16743303139013205,1.0359865281894725,0.1428571428572473,0.5894218355233599
36,12,2016-07,2017-06,2017-07,2014-07,2015-06,2015-07,100.1,100.3,-0.20000000000000284,1.227583267066193,24,1.227583267066193,0.3037956380898005,0.8450638320188083,0.2592043906132195,0.5521341113160139
36,13,2016-07,2017-06,2017-07,2014-08,2015-07,2015-08,100.1,100.5,-0.4000000000000057,0.7922252441051923,23,0.7922252441051923,0.8300355207860014,0.5453649610307618,0.7082025690212999,0.6267837650260308
36,14,2016-07,2017-06,2017-07,2014-09,2015-08,2015-09,100.1,100.1,0.0,1.6159670862054696,22,1.6159670862054696,1.3532996431354403,1.1124258328713659,1.1546617703981648,1.1335438016347652
36,15,2016-07,2017-06,2017-07,2014-10,2015-09,2015-10,100.1,99.7,0.3999999999999915,1.496109570624792,21,1.496109570624792,0.4854795020139973,1.0299163574408898,0.41422062300167134,0.7220684902212806
36,16,2016-07,2017-06,2017-07,2014-11,2015-10,2015-11,100.1,100.0,0.09999999999999432,1.5422483519558658,20,1.5422483519558658,0.3677067138799053,1.0616781257887902,0.313734572671701,0.6877063492302455
36,17,2016-07,2017-06,2017-07,2014-12,2015-11,2015-12,100.1,100.5,-0.4000000000000057,1.1837149306473704,19,1.1837149306473704,0.3037956380898005,0.8148650296459331,0.2592043906132195,0.5370347101295763
36,18,2016-07,2017-06,2017-07,2015-01,2015-12,2016-01,100.1,100.5,-0.4000000000000057,1.5349571297992082,18,1.5349571297992082,1.1147689016569262,1.0566588751187065,0.9511426682931454,1.003900771705926
36,19,2016-07,2017-06,2017-07,2015-02,2016-01,2016-02,100.1,101.6,-1.5,1.29688541807966,17,1.29688541807966,1.2566286420843207,0.8927711793522001,1.0721801782496347,0.9824756788009175
36,20,2016-07,2017-06,2017-07,2015-03,2016-02,2016-03,100.1,99.6,0.5,1.5797486948638015,16,1.5797486948638015,3.0446345343146697,1.0874932247152655,2.5977418374707497,1.8426175310930075
36,21,2016-07,2017-06,2017-07,2015-04,2016-03,2016-04,100.1,99.8,0.29999999999999716,1.6431745996035598,15,1.6431745996035598,1.5372154077284323,1.1311553856021082,1.3115823041663268,1.2213688448842175
36,22,2016-07,2017-06,2017-07,2015-05,2016-04,2016-05,100.1,99.5,0.5999999999999943,1.486609171717539,14,1.486609171717539,1.5068972825100462,1.0233763175742194,1.285714285714251,1.154545301644235
36,23,2016-07,2017-06,2017-07,2015-06,2016-05,2016-06,100.1,99.9,0.19999999999998863,1.3911540670531695,13,1.3911540670531695,1.1031201416397247,0.9576653725837327,0.9412037180151107,0.9494345452994217
36,24,2016-07,2017-06,2017-07,2015-07,2016-06,2016-07,100.1,100.2,-0.10000000000000853,1.2883545362383335,12,1.2883545362383335,0.8508339717253113,0.8868985514883808,0.725948214861775,0.8064233831750779
37,0,2016-08,2017-07,2017-08,2013-07,2014-06,2014-07,100.4,100.1,0.30000000000001137,1.4556843436697946,37,1.4556843436697946,1.7016679434506148,1.0020877790321407,1.4518964297235433,1.226992104377842
37,1,2016-08,2017-07,2017-08,2013-08,2014-07,2014-08,100.4,100.2,0.20000000000000284,0.6887812632629526,36,0.6887812632629526,1.6743303139001782,0.47415450289317174,1.4285714285714983,0.951362965732335
37,2,2016-08,2017-07,2017-08,2013-09,2014-08,2014-09,100.4,100.5,-0.09999999999999432,1.0262025361613796,35,1.0262025361613796,1.1818333755028883,0.7064340732734948,1.0083633913566554,0.8573987323150751
37,3,2016-08,2017-07,2017-08,2013-10,2014-09,2014-10,100.4,100.0,0.4000000000000057,1.641327463052226,34,1.641327463052226,0.9042722371590397,1.1298838235547837,0.7715427899329372,0.9507133067438605
37,4,2016-08,2017-07,2017-08,2013-11,2014-10,2014-11,100.4,99.8,0.6000000000000085,1.6286509577332948,33,1.6286509577332948,0.5247640683533007,1.1211573636487076,0.4477389846954418,0.7844481741720747
37,5,2016-08,2017-07,2017-08,2013-12,2014-11,2014-12,100.4,100.3,0.10000000000000853,1.2264726692321637,32,1.2264726692321637,0.5655013765476803,0.8442993005310995,0.4824968542031857,0.6633980773671426
37,6,2016-08,2017-07,2017-08,2014-01,2014-12,2015-01,100.4,100.3,0.10000000000000853,1.3095926222719663,31,1.3095926222719663,0.45213611857951985,0.9015187722504475,0.3857713949664686,0.6436450836084581
37,7,2016-08,2017-07,2017-08,2014-02,2015-01,2015-02,100.4,101.2,-0.7999999999999972,1.656723334284104,30,1.656723334284104,0.890582556382987,1.1404822850111478,0.7598624860761802,0.950172385543664
37,8,2016-08,2017-07,2017-08,2014-03,2015-02,2015-03,100.4,99.5,0.9000000000000057,1.5385494451747526,29,1.5385494451747526,1.7041014990616015,1.0591318118868434,1.453972787050908,1.2565522994688756
37,9,2016-08,2017-07,2017-08,2014-04,2015-03,2015-04,100.4,99.8,0.6000000000000085,1.3416688597864403,28,1.3416688597864403,0.9709590040280931,0.923599936858946,0.8284412460034267,0.8760205914311864
37,10,2016-08,2017-07,2017-08,2014-05,2015-04,2015-05,100.4,99.8,0.6000000000000085,1.4938155691301653,27,1.4938155691301653,0.6782041778693781,1.0283371752006993,0.5786570924497869,0.8034971338252431
37,11,2016-08,2017-07,2017-08,2014-06,2015-05,2015-06,100.4,100.0,0.4000000000000057,1.5008853916125304,26,1.5008853916125304,0.45569345713468995,1.033204015144615,0.38880658591982004,0.7110053005322174
37,12,2016-08,2017-07,2017-08,2014-07,2015-06,2015-07,100.4,100.3,0.10000000000000853,1.4985343175386894,25,1.4985343175386894,0.2260680592898584,1.0315855443495963,0.19288569748331832,0.6122356209164573
37,13,2016-08,2017-07,2017-08,2014-08,2015-07,2015-08,100.4,100.5,-0.09999999999999432,1.2288481167622476,24,1.2288481167622476,0.5870231424111113,0.8459345499242668,0.5008596465086567,0.6733970982164617
37,14,2016-08,2017-07,2017-08,2014-09,2015-08,2015-09,100.4,100.1,0.30000000000001137,0.820360710266806,23,0.820360710266806,1.1740462848227111,0.5647333130505737,1.00171929301773,0.783226303034152
37,15,2016-08,2017-07,2017-08,2014-10,2015-09,2015-10,100.4,99.7,0.7000000000000028,1.6304756165620318,22,1.6304756165620318,0.33486606277997855,1.1224134521139932,0.28571428571425095,0.7040638689141221
37,16,2016-08,2017-07,2017-08,2014-11,2015-10,2015-11,100.4,100.0,0.4000000000000057,1.4869326894027601,21,1.4869326894027601,0.6302388268663898,1.0235990259656853,0.5377321152004305,0.7806655705830579
37,17,2016-08,2017-07,2017-08,2014-12,2015-11,2015-12,100.4,100.5,-0.09999999999999432,1.5353438800938535,20,1.5353438800938535,0.2260680592898584,1.056925112607271,0.19288569748331832,0.6249054050452947
37,18,2016-08,2017-07,2017-08,2015-01,2015-12,2016-01,100.4,100.5,-0.09999999999999432,1.1982518362573178,19,1.1982518362573178,0.7883346617358921,0.8248721823092281,0.6726225790448268,0.7487473806770275
37,19,2016-08,2017-07,2017-08,2015-02,2016-01,2016-02,100.4,101.6,-1.1999999999999886,1.53909257576992,18,1.53909257576992,1.034414162171662,1.0595057010024354,0.8825824301931988,0.9710440655978171
37,20,2016-08,2017-07,2017-08,2015-03,2016-02,2016-03,100.4,99.6,0.8000000000000114,1.3515233624027643,17,1.3515233624027643,2.7316940882756984,0.9303837404240536,2.3307349175432712,1.6305593289836624
37,21,2016-08,2017-07,2017-08,2015-04,2016-03,2016-04,100.4,99.8,0.6000000000000085,1.5643142173765252,16,1.5643142173765252,1.8385335693995442,1.0768681868538603,1.5686728633585203,1.3227705251061903
37,22,2016-08,2017-07,2017-08,2015-05,2016-04,2016-05,100.4,99.5,0.9000000000000057,1.6328610868245597,15,1.6328610868245597,1.735234429960527,1.1240556011195237,1.4805360136739119,1.302295807396718
37,23,2016-08,2017-07,2017-08,2015-06,2016-05,2016-06,100.4,99.9,0.5,1.4707366727144293,14,1.4707366727144293,1.4846828912341556,1.0124497473030727,1.2667605318364261,1.1396051395697495
37,24,2016-08,2017-07,2017-08,2015-07,2016-06,2016-07,100.4,100.2,0.20000000000000284,1.385517021610838,13,1.385517021610838,1.0495281367066014,0.9537848511147935,0.8954779693908836,0.9246314102528386
37,25,2016-08,2017-07,2017-08,2015-08,2016-07,2016-08,100.4,100.1,0.30000000000001137,1.291561647014267,12,1.291561647014267,0.8508339717255923,0.8891063148187628,0.7259482148620148,0.8075272648403888
38,0,2016-09,2017-08,2017-09,2013-07,2014-06,2014-07,100.5,100.1,0.4000000000000057,1.6068656978654206,38,1.6068656978654206,1.396596171334744,1.1061604704200558,1.191603216556293,1.1488818434881745
38,1,2016-09,2017-08,2017-09,2013-08,2014-07,2014-08,100.5,100.2,0.29999999999999716,1.465656807117057,37,1.465656807117057,1.257502964965624,1.0089527864019068,1.0729261676623612,1.040939477032134
38,2,2016-09,2017-08,2017-09,2013-09,2014-08,2014-09,100.5,100.5,0.0,0.6776295792365667,36,0.6776295792365667,0.7354134277598194,0.46647772438891366,0.6274691453434097,0.5469734348661617
38,3,2016-09,2017-08,2017-09,2013-10,2014-09,2014-10,100.5,100.0,0.5,0.933142182314102,35,0.933142182314102,0.2260680592896469,0.6423716659883634,0.19288569748313789,0.41762868173575063
38,4,2016-09,2017-08,2017-09,2013-11,2014-10,2014-11,100.5,99.8,0.7000000000000028,1.6500166091247115,34,1.6500166091247115,0.607591276179601,1.1358653999365915,0.518408781226439,0.8271370905815152
38,5,2016-09,2017-08,2017-09,2013-12,2014-11,2014-12,100.5,100.3,0.20000000000000284,1.6555001045053306,33,1.6555001045053306,0.9266390491997921,1.13964021810455,0.7906265921936857,0.9651334051491178
38,6,2016-09,2017-08,2017-09,2014-01,2014-12,2015-01,100.5,100.3,0.20000000000000284,1.2074155652654002,32,1.2074155652654002,0.2260680592898729,0.8311804598484449,0.1928856974833307,0.5120330786658878
38,7,2016-09,2017-08,2017-09,2014-02,2015-01,2015-02,100.5,101.2,-0.7000000000000028,1.231123679184182,31,1.231123679184182,1.348049489988998,0.8475010387742441,1.1501822368686303,0.9988416378214372
38,8,2016-09,2017-08,2017-09,2014-03,2015-02,2015-03,100.5,99.5,1.0,1.4793323739092334,30,1.4793323739092334,1.2266631385831486,1.0183669965727944,1.0466130235555189,1.0324900100641567
38,9,2016-09,2017-08,2017-09,2014-04,2015-03,2015-04,100.5,99.8,0.7000000000000028,1.600536673286501,29,1.600536673286501,1.3772953793136886,1.1018035930439203,1.1751354026481444,1.1384694978460324
38,10,2016-09,2017-08,2017-09,2014-05,2015-04,2015-05,100.5,99.8,0.7000000000000028,1.3834620638161095,28,1.3834620638161095,0.9113869142694015,0.9523702256834773,0.7776131718396585,0.8649916987615679
38,11,2016-09,2017-08,2017-09,2014-06,2015-05,2015-06,100.5,100.0,0.5,1.521823410146404,27,1.521823410146404,1.0406394608631824,1.0476176705371352,0.8878939770075867,0.9677558237723609
38,12,2016-09,2017-08,2017-09,2014-07,2015-06,2015-07,100.5,100.3,0.20000000000000284,1.5135796628948428,26,1.5135796628948428,0.6937596405754091,1.041942705074916,0.5919293180050187,0.8169360115399673
38,13,2016-09,2017-08,2017-09,2014-08,2015-07,2015-08,100.5,100.5,0.0,1.4804885901706957,25,1.4804885901706957,0.15189781904491104,1.0191629316191304,0.12960219530661896,0.5743825634628746
38,14,2016-09,2017-08,2017-09,2014-09,2015-08,2015-09,100.5,100.1,0.4000000000000057,1.1980858461588864,24,1.1980858461588864,0.5247640683533007,0.8247579153324609,0.4477389846954418,0.6362484500139514
38,15,2016-09,2017-08,2017-09,2014-10,2015-09,2015-10,100.5,99.7,0.7999999999999972,0.8182632243275918,23,0.8182632243275918,0.485479502014116,0.5632894114001105,0.4142206230017726,0.4887550172009415
38,16,2016-09,2017-08,2017-09,2014-11,2015-10,2015-11,100.5,100.0,0.5,1.6555768652671692,22,1.6555768652671692,1.2566286420841684,1.1396930599323007,1.0721801782495048,1.1059366190909028
38,17,2016-09,2017-08,2017-09,2014-12,2015-11,2015-12,100.5,100.5,0.0,1.500982864685673,21,1.500982864685673,0.6937596405754091,1.0332711152517267,0.5919293180050187,0.8126002166283727
38,18,2016-09,2017-08,2017-09,2015-01,2015-12,2016-01,100.5,100.5,0.0,1.4950428999271919,20,1.4950428999271919,0.15189781904488944,1.0291820652332662,0.12960219530660053,0.5793921302699333
38,19,2016-09,2017-08,2017-09,2015-02,2016-01,2016-02,100.5,101.6,-1.0999999999999943,1.166561681391034,19,1.166561681391034,0.3677067138801653,0.8030567955839159,0.3137345726719229,0.5583956841279194
38,20,2016-09,2017-08,2017-09,2015-03,2016-02,2016-03,100.5,99.6,0.9000000000000057,1.3980172993293483,18,1.3980172993293483,2.081278921726189,0.9623899965851693,1.7757879540150234,1.3690889753000963
38,21,2016-09,2017-08,2017-09,2015-04,2016-03,2016-04,100.5,99.8,0.7000000000000028,1.4081379474849487,17,1.4081379474849487,1.6882907971020589,0.9693570137662731,1.4404827863637386,1.204919900065006
38,22,2016-09,2017-08,2017-09,2015-05,2016-04,2016-05,100.5,99.5,1.0,1.5937838331674754,16,1.5937838331674754,1.4846828912341692,1.0971549625997858,1.2667605318364377,1.1819577472181118
38,23,2016-09,2017-08,2017-09,2015-06,2016-05,2016-06,100.5,99.9,0.5999999999999943,1.6682672187076377,15,1.6682672187076377,1.5223172671573446,1.148429052834603,1.2988709187353833,1.2236499857849932
38,24,2016-09,2017-08,2017-09,2015-07,2016-06,2016-07,100.5,100.2,0.29999999999999716,1.490700218471649,14,1.490700218471649,0.9105646960919518,1.0261925791995987,0.776911639181135,0.9015521091903669
38,25,2016-09,2017-08,2017-09,2015-08,2016-07,2016-08,100.5,100.1,0.4000000000000057,1.381914492716491,13,1.381914492716491,0.45213611857973124,0.9513048833976618,0.385771394966649,0.6685381391821554
38,26,2016-09,2017-08,2017-09,2015-09,2016-08,2016-09,100.5,100.7,-0.20000000000000284,1.2923853676783303,12,1.2923853676783303,0.5655013765476977,0.8896733611117202,0.4824968542032006,0.6860851076574604
39,0,2016-10,2017-09,2017-10,2013-07,2014-06,2014-07,100.1,100.1,0.0,1.3982437501417848,39,1.3982437501417848,1.7610694272338112,0.9625458844963647,1.502578939526377,1.232562412011371
39,1,2016-10,2017-09,2017-10,2013-08,2014-07,2014-08,100.1,100.2,-0.10000000000000853,1.6109363740570535,38,1.6109363740570535,1.6247789323245543,1.108962709024717,1.3862932189628532,1.247627963993785
39,2,2016-10,2017-09,2017-10,2013-09,2014-08,2014-09,100.1,100.5,-0.4000000000000057,1.5359594089398483,37,1.5359594089398483,1.1031201416397247,1.0573488404139864,0.9412037180151107,0.9992762792145485
39,3,2016-10,2017-09,2017-10,2013-10,2014-09,2014-10,100.1,100.0,0.09999999999999432,0.7270459890465664,36,0.7270459890465664,0.5022990941698251,0.5004958001960665,0.42857142857125463,0.4645336143836606
39,4,2016-10,2017-09,2017-10,2013-11,2014-10,2014-11,100.1,99.8,0.29999999999999716,0.9177348842560764,35,0.9177348842560764,0.8300355207861164,0.6317653383466647,0.708202569021398,0.6699839536840313
39,5,2016-10,2017-09,2017-10,2013-12,2014-11,2014-12,100.1,100.3,-0.20000000000000284,1.6557071836917718,34,1.6557071836917718,1.0763866610562078,1.1397827706592485,0.9183941885985872,1.029088479628918
39,6,2016-10,2017-09,2017-10,2014-01,2014-12,2015-01,100.1,100.3,-0.20000000000000284,1.6812022772201367,33,1.6812022772201367,0.3468798202876356,1.157333499813653,0.2959646590024505,0.7266490794080518
39,7,2016-10,2017-09,2017-10,2014-02,2015-01,2015-02,100.1,101.2,-1.1000000000000085,1.3929255305540926,32,1.3929255305540926,1.0495281367066076,0.9588848415798761,0.895477969390889,0.9271814054853825
39,8,2016-10,2017-09,2017-10,2014-03,2015-02,2015-03,100.1,99.5,0.5999999999999943,1.197558160567825,31,1.197558160567825,1.0763866610561634,0.8243946585012162,0.9183941885985493,0.8713944235498827
39,9,2016-10,2017-09,2017-10,2014-04,2015-03,2015-04,100.1,99.8,0.29999999999999716,1.4340799995836158,30,1.4340799995836158,1.5281781843293187,0.9872154275660346,1.3038715680980546,1.1455434978320447
39,10,2016-10,2017-09,2017-10,2014-05,2015-04,2015-05,100.1,99.8,0.29999999999999716,1.5697547677033536,29,1.5697547677033536,1.1147689016567546,1.0806134418038311,0.951142668292999,1.015878055048415
39,11,2016-10,2017-09,2017-10,2014-06,2015-05,2015-06,100.1,100.0,0.09999999999999432,1.4241114414305138,28,1.4241114414305138,1.0763866610562078,0.9803531085864876,0.9183941885985872,0.9493736485925375
39,12,2016-10,2017-09,2017-10,2014-07,2015-06,2015-07,100.1,100.3,-0.20000000000000284,1.498796339969491,27,1.498796339969491,0.7594890952244905,1.031765919632796,0.6480109765330395,0.8398884480829177
39,13,2016-10,2017-09,2017-10,2014-08,2015-07,2015-08,100.1,100.5,-0.4000000000000057,1.4888585625748372,26,1.4888585625748372,0.45213611857930824,1.0249247900148053,0.3857713949662881,0.7053480924905466
