evaluation_index,gap_months,k_references,level_weight,distance_power,max_pairs_per_bin,shape_weight,fitness,val_mae,val_rmse,validation_block_rmse_std,selected_alpha,num_train_pairs,num_train_pair_targets
75,6,8,0.0,0.731,2,1.0,0.8095684353171931,0.5936242499331738,0.7932247550229196,0.1634368029427358,10.0,150,33
292,12,15,0.021,0.65,4,0.979,0.8103163423545571,0.5894313901562441,0.7909911948682636,0.19325147486293412,10.0,201,27
153,6,8,0.0,0.861,2,1.0,0.8103271180085221,0.5942850220888368,0.7939934375490618,0.1633368045946028,10.0,150,33
297,6,11,0.4,0.985,3,0.6,0.8110637449878813,0.6023364364856304,0.794751336923679,0.1631240806420215,10.0,203,33
273,12,11,0.0,0.5,3,1.0,0.8111192432151666,0.5848629390021216,0.7902100086786429,0.2090923453652366,1.0,164,27
279,12,11,0.0,0.854,3,1.0,0.8116696040259389,0.5853585858453433,0.7908341022927624,0.2083550173317647,1.0,164,27
69,12,10,0.0,2.451,3,1.0,0.8117449442992503,0.5917412686519251,0.7934504860137017,0.18294458285548554,10.0,164,27
24,6,9,0.042,0.845,2,0.958,0.8125169034041247,0.5957813528430452,0.7956930235766424,0.1682387982748232,10.0,150,33
133,3,7,0.0,0.817,2,1.0,0.8139633307763725,0.6057752681518634,0.7977550894198397,0.1620824135653276,10.0,165,36
147,12,11,0.0,1.568,3,1.0,0.8141848458609274,0.5875078195604551,0.793542909415282,0.20641936445645342,1.0,164,27
16,12,11,0.016,1.982,3,0.984,0.8150584469459227,0.5878004180080931,0.7946156818321247,0.204427651137979,1.0,164,27
97,6,6,0.0,0.713,2,1.0,0.8153762616929422,0.6005142258203238,0.7994236638621812,0.1595259783076101,10.0,150,33
189,6,6,0.0,0.755,2,1.0,0.8156262964166179,0.6006557832382245,0.7996723012610704,0.15953995155547537,10.0,150,33
17,12,11,0.0,2.139,3,1.0,0.8156933111836934,0.5955488967034045,0.7970933537985538,0.18599957385139532,10.0,164,27
92,6,5,0.0,0.937,2,1.0,0.815961012517643,0.601770668865803,0.7994229286900337,0.16538083827609293,10.0,150,33
330,12,15,0.283,0.573,3,0.7170000000000001,0.8175349756482402,0.5926001365160355,0.7958753758750161,0.2165959977322411,1.0,164,27
28,12,15,0.0,1.277,3,1.0,0.8185888349509766,0.5898847662993606,0.7970052476201207,0.2158358733085588,1.0,164,27
162,12,15,0.0,1.311,3,1.0,0.8186183645276796,0.5899338665947934,0.7970513188212741,0.21567045706405397,1.0,164,27
37,12,15,0.0,1.332,3,1.0,0.818638862627552,0.5899658879258339,0.7970821037537227,0.21556758873829385,1.0,164,27
178,12,15,0.0,1.371,3,1.0,0.8186815655132389,0.5900288043867915,0.7971440547337304,0.2153751077950851,1.0,164,27
289,12,15,0.0,0.582,3,1.0,0.818869951359958,0.5895807242334775,0.7969745427470015,0.21895408612956493,1.0,164,27
